_id	style	bib	resBib	author	bookTitle	container	date	doi	edition	editor	journal	location	pages	publisher	title	translator	url	volume	total
5ab9ab5325f15f355762988e	diatom-research	Allen R. B. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen R. B.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	33.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	34.0	
5ab9ab5325f15f355762988e	annual-reviews-author-date	Allen RB. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine. 17(11/12): 	{:author=>"Allen RB.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine.", :url=>"17(11/12):"}	40.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-music-technology-and-education	 Allen, R. B. (2011), 'Weaving Content with Coordination Widgets', D-Lib Magazine, 17:11/12 https://doi.org/10.1045/november2011-allen 	{:author=>"Allen, R. B.", :date=>"(2011),", :title=>"'Weaving Content with Coordination Widgets', D-Lib", :journal=>"Magazine,", :volume=>"17: 11/12", :url=>"https://doi.org/10.1045/november2011-allen"}	33.5	-	-	0.000	-	-	-	50	-	-	-	18	-	-	78	35.9	
5ab9ab5325f15f355762988e	journal-of-antimicrobial-chemotherapy	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011; 17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine", :date=>"2011; 17.", :note=>"Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	-	-	50	-	-	-	-	-	-	-	28	-	-	-	46.0	
5ab9ab5325f15f355762988e	culture-medicine-and-psychiatry	Allen, Robert B. 2011 Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine. Retrieved. from https://doi.org/10.1045/november2011-allen. 	{:author=>"Allen, Robert B.", :date=>"2011", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1045/november2011-allen."}	5.0	-	-	0.000	-	-	-	-	-	-	-	51	-	-	-	18.666666666666668	
5ab9ab5325f15f355762988e	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALLEN, Robert B. Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine. v. 17, n. 11/12, 2011. Disponível em: <https://doi.org/10.1045/november2011-allen>. 	{:author=>"ALLEN, Robert B.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine.", :journal=>"v.", :volume=>"17, n. 11/12,", :date=>"2011.", :note=>"Disponível em: <https://doi.org/10.1045/november2011-allen>."}	45.0	-	-	0.000	-	-	-	100	-	-	-	45	-	-	85	55.0	
5ab9ab5325f15f355762988e	memorias-do-instituto-oswaldo-cruz	Allen RB 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen RB", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	47.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	37.5	
5ab9ab5325f15f355762988e	veterinary-pathology	1. Allen RB. Weaving Content with Coordination Widgets. 2011;17.  	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets.", :date=>"2011;17."}	60.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	35.0	
5ab9ab5325f15f355762988e	the-journal-of-molecular-diagnostics	1.Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine, 2011, 17 	{:author=>"1.Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :journal=>"Magazine,", :volume=>"2011,", :pages=>"17"}	53.0	-	-	-	-	-	-	50	-	-	-	15	-	-	80	49.5	
5ab9ab5325f15f355762988e	computer-und-recht	Allen, Weaving Content with Coordination Widgets, 2011 	{:author=>"Allen,", :title=>"Weaving Content with Coordination Widgets,", :date=>"2011"}	67.0	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-the-american-college-of-cardiology	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011;17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 2011;17. Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	80	-	-	-	-	-	-	-	-	-	15	-	-	-	51.666666666666664	
5ab9ab5325f15f355762988e	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Allen R.B., 2011. Weaving Content with Coordination Widgets. D-Lib Magazine, 17 (11/12): , doi: 10.1045/november2011-allen 	{:author=>"Allen R.B.,", :date=>["2011.", "( 11/12):"], :title=>"Weaving Content with Coordination Widgets.", :journal=>"D-Lib Magazine,", :volume=>"17", :location=>",", :doi=>"doi: 10.1045/november2011-allen"}	40.0	-	-	0.000	16	-	-	7	5ab9b92b25f15f355762ea20	diatom-research	Alon N. & Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N. & Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	annual-reviews-author-date	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52: 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52:"}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	journal-of-music-technology-and-education	 Alon, N. and Fischer, E. (1999), 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb., 52 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999),", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.,", :volume=>"52"}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	0	15.26666666666667	
5ab9b92b25f15f355762ea20	journal-of-antimicrobial-chemotherapy	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999; 52. 	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;", :pages=>"52."}	52.5	-	-	20	-	-	-	11	-	-	-	1	-	-	-	21.125	
5ab9b92b25f15f355762ea20	culture-medicine-and-psychiatry	Alon, Noga, and Eldar Fischer 1999 Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. Ars Comb. 	{:author=>"Alon, Noga, and Eldar Fischer", :date=>"1999", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 52. Ars Comb."}	27.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	-	22.25	
5ab9b92b25f15f355762ea20	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALON, Noga; FISCHER, Eldar. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb. v. 52, 1999. 	{:author=>"ALON, Noga; FISCHER, Eldar.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb. v.", :volume=>"52,", :date=>"1999."}	82.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	33	35.4	
5ab9bd0025f15f355762ff5f	cahiers-du-centre-gustave-glotz	Erickson 2009 : J. Erickson (éd.), Database Technologies: Concepts, Methodologies, Tools, and Applications (4 Volumes)2009. 	{:title=>"Erickson 2009 : J. Erickson (éd.), Database Technologies: Concepts, Methodologies,", :booktitle=>"Tools, and Applications", :volume=>"(4", :pages=>"Volumes)2009."}	-	1000.0	72	-	-	-	-	-	-	-	-	-	84	-	-	-	385.3333333333333	
5ab9bd0025f15f355762ff5f	radiology	1. Erickson J, editor. Database Technologies: Concepts, Methodologies, Tools, and Applications (4 Volumes). IGI Global; 2009.https://doi.org/10.4018/978-1-60566-058-5. 	{:author=>"1. Erickson J,", :title=>"editor. Database Technologies: Concepts, Methodologies, Tools, and Applications (4 Volumes).", :journal=>"IGI Global;", :volume=>"2009.https:", :pages=>"//doi.org/10.4018/978-1-60566-058-5."}	46.0	-	-	-	-	-	-	-	-	-	-	10	-	-	-	28.0	
5ab9bd3725f15f3557630097	diatom-research	Barros A. P. & Oberle D. (eds) 2012. Handbook of Service Description - USDL and Its Methods. Springer. 	{:editor=>"Barros A. P. & Oberle D. (eds)", :date=>"2012.", :title=>"Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer."}	-	1000.0	-	-	0.000	-	-	100.0000	-	-	-	11	-	2	-	-	-	176.33333333333334	
5ab9bd3725f15f3557630097	annual-reviews-author-date	Barros AP, Oberle D, eds. 2012. Handbook of Service Description - USDL and Its Methods. Springer 	{:author=>"Barros AP,", :title=>"Oberle D, eds. 2012. Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer"}	33.0	-	-	-	-	-	-	-	-	-	0	-	29	-	-	-	20.666666666666668	
5ab9bd3725f15f3557630097	journal-of-music-technology-and-education	 Barros, A. P. and Oberle, D. (Eds.) (2012), Handbook of Service Description - USDL and Its Methods, (A. P. Barros & D. Oberle)Springer. https://doi.org/10.1007/978-1-4614-1864-1 	{:author=>"Barros, A. P. and Oberle, D. (Eds.)", :date=>"(2012),", :title=>"Handbook of Service Description - USDL and Its Methods,", :editor=>"(A. P. Barros & D.", :note=>"Oberle)Springer. https://doi.org/10.1007/978-1-4614-1864-1"}	60.666666666666664	-	-	0.000	-	-	100.0000	-	-	-	-	2	-	-	-	212.73333333333335	
5ab9bd3725f15f3557630097	journal-of-antimicrobial-chemotherapy	1. Barros AP, Oberle D eds. Handbook of Service Description - USDL and Its Methods. Springer; 2012. Available at: https://doi.org/10.1007/978-1-4614-1864-1. 	{:author=>"1. Barros AP,", :title=>"Oberle D eds. Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer;", :date=>"2012.", :note=>"Available at:", :url=>"https://doi.org/10.1007/978-1-4614-1864-1."}	50.0	-	-	0.000	-	-	-	-	-	-	11	-	22	-	-	-	20.75	
5ab9bd3725f15f3557630097	culture-medicine-and-psychiatry	Barros, Alistair P., and Daniel Oberle, eds. 2012 Handbook of Service Description - USDL and Its Methods. Springer. Retrieved. from https://doi.org/10.1007/978-1-4614-1864-1. 	{:author=>"Barros, Alistair P., and Daniel Oberle, eds.", :date=>"2012", :title=>"Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1007/978-1-4614-1864-1."}	43.75	-	-	0.000	-	-	-	-	-	-	11	-	2	-	-	-	14.1875	
5ab9bd3725f15f3557630097	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	BARROS, Alistair P.; OBERLE, Daniel (Org.). Handbook of Service Description - USDL and Its Methods. [S.l.]: Springer, 2012. Disponível em: <https://doi.org/10.1007/978-1-4614-1864-1>.  	{:author=>"BARROS, Alistair P.; OBERLE,", :title=>"Daniel (Org.). Handbook of Service Description - USDL and Its Methods.", :publisher=>"[S.l.]: Springer,", :date=>"2012.", :note=>"Disponível em: <https://doi.org/10.1007/978-1-4614-1864-1>."}	89.5	-	-	0.000	-	-	-	-	-	-	53	-	23	-	-	-	41.375	
5ab9bd3725f15f3557630097	memorias-do-instituto-oswaldo-cruz	Barros AP, Oberle D (Eds.) 2012. Handbook of Service Description - USDL and Its Methods. Springer. 	{:editor=>"Barros AP, Oberle D (Eds.)", :date=>"2012.", :title=>"Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer."}	-	1000.0	-	-	0.000	-	-	100.0000	-	-	-	11	-	2	-	-	-	177.33333333333334	
5ab9bd3725f15f3557630097	veterinary-pathology	1. Barros AP, Oberle D, editors. Handbook of Service Description - USDL and Its Methods. Springer; 2012.  	{:author=>"1. Barros AP,", :title=>"Oberle D, editors. Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer;", :date=>"2012."}	50.0	-	-	0.000	-	-	-	-	-	-	11	-	27	-	-	-	22.0	
5ab9bd3725f15f3557630097	the-journal-of-molecular-diagnostics	1.Barros AP, Oberle D, editors. Handbook of Service Description - USDL and Its Methods. Springer, 2012. https://doi.org/10.1007/978-1-4614-1864-1 	{:title=>"1.Barros AP, Oberle D, editors. Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer,", :date=>"2012.", :url=>"https://doi.org/10.1007/978-1-4614-1864-1"}	-	1000.0	-	-	0.000	-	-	-	-	-	-	11	-	38	-	-	-	262.25	
5ab9bd3725f15f3557630097	computer-und-recht	Barros/Oberle, Handbook of Service Description - USDL and Its Methods, 2012 	{:title=>"Barros/Oberle, Handbook of Service Description - USDL and Its Methods,", :date=>"2012"}	-	1000.0	-	-	0.000	-	-	-	-	-	-	-	23	-	-	-	341.0	
5ab9bd3725f15f3557630097	journal-of-the-american-college-of-cardiology	1. Barros AP, Oberle D eds. Handbook of Service Description - USDL and Its Methods. Springer; 2012. Available at: https://doi.org/10.1007/978-1-4614-1864-1. 	{:author=>"1. Barros AP,", :title=>"Oberle D eds. Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer;", :date=>"2012.", :note=>"Available at:", :url=>"https://doi.org/10.1007/978-1-4614-1864-1."}	50.0	-	-	0.000	-	-	-	-	-	-	11	-	22	-	-	-	20.75	
5ab9bd3725f15f3557630097	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Barros A.P., Oberle D. (Eds.), 2012. Handbook of Service Description - USDL and Its Methods. Springer,  	{:editor=>"Barros A.P., Oberle D. (Eds.),", :date=>"2012.", :title=>"Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer,"}	-	1000.0	-	-	0.000	-	-	100.0000	-	-	-	11	-	2	-	-	-	177.08333333333334	
5ab9bd3725f15f3557630097	scandinavian-journal-of-work-environment-and-health	1. Barros AP, Oberle D, editors. Handbook of Service Description - USDL and Its Methods [Internet]. Springer; 2012. Available from: https://doi.org/10.1007/978-1-4614-1864-1 	{:author=>"1. Barros AP,", :title=>"Oberle D, editors. Handbook of Service Description - USDL and Its Methods [Internet].", :publisher=>"Springer;", :date=>"2012.", :accessed=>"Available from:", :url=>"https://doi.org/10.1007/978-1-4614-1864-1"}	50.0	-	-	0.000	-	-	-	-	-	-	11	-	36	-	-	-	24.25	
5ab9bd3725f15f3557630097	genome-biology-and-evolution	Barros AP, Oberle D, eds. 2012. Handbook of Service Description - USDL and Its Methods. Springer doi: 10.1007/978-1-4614-1864-1. 	{:author=>"Barros AP, Oberle D, eds.", :date=>"2012.", :title=>"Handbook of Service Description - USDL and Its Methods.", :publisher=>"Springer", :doi=>"doi: 10.1007/978-1-4614-1864-1."}	69.0	-	-	0.000	19	-	-	-	-	-	0	-	2	-	-	-	18.0	
5ab9bd3725f15f3557630097	harvard-university-of-gloucestershire	Barros, A.P. & Oberle, D. (Eds.) (2012) Handbook of Service Description - USDL and Its Methods, Springer Available from: <https://doi.org/10.1007/978-1-4614-1864-1> [Accessed:  	{:author=>"Barros, A.P. & Oberle, D. (Eds.)", :date=>"(2012)", :title=>"Handbook of Service Description - USDL and Its Methods, Springer Available from:", :url=>"<https://doi.org/10.1007/978-1-4614-1864-1>", :publisher=>"[Accessed:"}	48.75	-	-	0.000	-	-	-	-	-	-	90	-	33	-	-	-	42.9375	
5ab9bd3725f15f3557630097	monash-university-harvard	Barros, AP & Oberle, D (eds.) 2012, Handbook of Service Description - USDL and Its Methods, A. P. Barros & D. Oberle, Springer, doi: 10.1007/978-1-4614-1864-1 	{:editor=>["Barros, AP & Oberle, D (eds.)", "A. P. Barros & D."], :date=>"2012,", :title=>"Handbook of Service Description - USDL and Its Methods,", :location=>"Oberle,", :publisher=>"Springer,", :doi=>"doi: 10.1007/978-1-4614-1864-1"}	-	1000.0	-	-	-	0.000	17	-	100.0000	-	5ab9bd4f25f15f355763011e	diatom-research	5th International Conference on Cyberworlds (CW 2006), 28-29 November 2006, Lausanne, Switzerland 2006. . IEEE Computer Society. 	{:booktitle=>"5th International Conference on Cyberworlds (CW", :date=>["2006),", "November 2006,", "2006."], :pages=>"28-29", :location=>"Lausanne, Switzerland", :unknown=>".", :publisher=>"IEEE Computer Society."}	52	-	0.000	-	-	-	-	5ab9bdb925f15f355763035c	diatom-research	12th IEEE International Conference on Networking, Sensing and Control, ICNSC 2015, Taipei, Taiwan, April 9-11, 2015 2015. . IEEE. 	{:booktitle=>"12th IEEE International Conference on Networking, Sensing and Control, ICNSC 2015,", :location=>"Taipei, Taiwan,", :date=>"April 9-11, 2015 2015.", :unknown=>".", :publisher=>"IEEE."}	29	-	80	-	-	-	-	5ab9bdcd25f15f35576303b6	diatom-research	Sixth International Symposium on Software Reliability Engineering, ISSRE 1995, Toulouse, France, October 24-27, 1995 1995. . IEEE. 	{:booktitle=>"Sixth International Symposium on Software Reliability Engineering, ISSRE", :date=>["1995,", "October 24-27, 1995 1995."], :location=>"Toulouse, France,", :unknown=>".", :publisher=>"IEEE."}	38	-	0.000	-	-	-	-	5ab9bdd825f15f35576303ee	diatom-research	Third Advanced International Conference on Telecommunications (AICT 2007), May 13-19, 2007, Mauritius 2007. . IEEE Computer Society. 	{:booktitle=>"Third Advanced International Conference on Telecommunications (AICT", :date=>["2007), May", "2007, Mauritius 2007."], :pages=>"13-19,", :unknown=>".", :publisher=>"IEEE Computer Society."}	34	-	50	-	-	-	-	-	-	5	-	-	-	-	-	29.666666666666668	
5ab9bdd825f15f35576303ee	annual-reviews-author-date	Third Advanced International Conference on Telecommunications (AICT 2007), May 13-19, 2007, Mauritius. 2007. IEEE Computer Society 	{:booktitle=>"Third Advanced International Conference on Telecommunications (AICT", :date=>"2007), May 13-19, 2007, Mauritius. 2007.", :journal=>"IEEE Computer Society"}	34	-	88	-	-	-	-	-	-	-	-	-	-	-	61.0	
5ab9bdd825f15f35576303ee	journal-of-music-technology-and-education	 Third Advanced International Conference on Telecommunications (AICT 2007), May 13-19, 2007, Mauritius, (2007),IEEE Computer Society. Retrieved from http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4215214 	{:booktitle=>"Third Advanced International Conference on Telecommunications (AICT", :date=>["2007), May", "(2007),IEEE"], :title=>"13-19,", :pages=>"2007,", :location=>"Mauritius,", :accessed=>"Computer Society. Retrieved from", :url=>"http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4215214"}	34	-	50	-	-	-	-	5ab9bdfd25f15f35576304c4	diatom-research	30th IEEE Symposium on Reliable Distributed Systems (SRDS 2011), Madrid, Spain, October 4-7, 2011 2011. . IEEE Computer Society. 	{:title=>"30th IEEE Symposium on Reliable Distributed Systems (SRDS 2011),", :location=>"Madrid, Spain,", :date=>"October 4-7, 2011 2011. .", :publisher=>"IEEE Computer Society."}	-	-	82	-	-	-	-	5ab9bdfe25f15f35576304c5	diatom-research	IEEE 31st Symposium on Reliable Distributed Systems, SRDS 2012, Irvine, CA, USA, October 8-11, 2012 2012. . IEEE Computer Society. 	{:title=>"IEEE 31st Symposium on Reliable Distributed Systems, SRDS 2012,", :location=>"Irvine, CA, USA,", :date=>"October 8-11, 2012 2012.", :unknown=>".", :publisher=>"IEEE Computer Society."}	-	-	82	-	-	-	-	5ab9bdfe25f15f35576304cc	diatom-research	26th IEEE Symposium on Reliable Distributed Systems (SRDS 2007), Beijing, China, October 10-12, 2007 2007. . IEEE Computer Society. 	{:title=>"26th IEEE Symposium on Reliable Distributed Systems (SRDS 2007),", :location=>"Beijing, China,", :date=>"October 10-12, 2007 2007.", :unknown=>".", :publisher=>"IEEE Computer Society."}	-	-	83	-	-	-	-	5ab9bdff25f15f35576304cf	diatom-research	27th IEEE Symposium on Reliable Distributed Systems (SRDS 2008), Napoli, Italy, October 6-8, 2008 2008. . IEEE Computer Society. 	{:title=>"27th IEEE Symposium on Reliable Distributed Systems (SRDS 2008),", :location=>"Napoli, Italy,", :date=>"October 6-8, 2008 2008.", :unknown=>".", :publisher=>"IEEE Computer Society."}	-	-	81	-	-	-	-	5ab9be0025f15f35576304d6	diatom-research	20th Symposium on Reliable Distributed Systems (SRDS 2001), 28-31 October 2001, New Orleans, LA, USA 2001. . IEEE Computer Society. 	{:title=>"20th Symposium on Reliable Distributed Systems (SRDS", :date=>["2001),", "October 2001,", "2001."], :pages=>"28-31", :location=>"New Orleans, LA, USA", :unknown=>".", :publisher=>"IEEE Computer Society."}	-	-	0.000	-	-	-	-	5ab9be1925f15f355763055d	diatom-research	2nd IEEE Computer Society Bioinformatics Conference, CSB 2003, Stanford, CA, USA, August 11-14, 2003 2003. . IEEE Computer Society. 	{:title=>["2nd IEEE Computer Society Bioinformatics Conference, CSB 2003,", "11-14, 2003 2003. ."], :location=>"Stanford, CA, USA,", :date=>"August", :journal=>"IEEE Computer Society."}	-	-	100	-	-	-	-	5ab9be4125f15f3557630638	diatom-research	2013 Learning and Teaching in Computing and Engineering, LaTiCE 2013, Macau, Macao, March 21-24, 2013 2013. . IEEE Computer Society. 	{:date=>["2013", "March 21-24, 2013 2013."], :title=>"Learning and Teaching in Computing and Engineering, LaTiCE 2013,", :location=>"Macau, Macao,", :unknown=>".", :publisher=>"IEEE Computer Society."}	-	-	0.000	-	-	-	-	5ab9be4f25f15f3557630695	diatom-research	Workshops Proceedings of the Global Communications Conference, GLOBECOM 2011, 5-9 December 2011, Houston, Texas, USA 2011. . IEEE. 	{:booktitle=>"Workshops Proceedings of the Global Communications Conference, GLOBECOM", :date=>["2011,", "December 2011,", "2011."], :pages=>"5-9", :location=>"Houston, Texas, USA", :unknown=>".", :publisher=>"IEEE."}	39	-	0.000	-	-	-	-	5ab9be5425f15f35576306b3	diatom-research	Workshops Proceedings of the Global Communications Conference, GLOBECOM 2013, Atlanta, GA, USA, December 9-13, 2013 2013. . IEEE. 	{:booktitle=>"Workshops Proceedings of the Global Communications Conference, GLOBECOM 2013,", :location=>"Atlanta, GA, USA,", :date=>["December", "2013 2013."], :pages=>"9-13,", :unknown=>".", :publisher=>"IEEE."}	33	-	100	-	-	-	-	5ab9beba25f15f35576308d6	diatom-research	Amoroso E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing 1: 28–38. 	{:author=>"Amoroso E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"1:", :pages=>"28–38."}	36.0	-	-	0.000	-	-	-	0	-	33	-	-	2	-	-	50	20.166666666666668	
5ab9beba25f15f35576308d6	annual-reviews-author-date	Amoroso E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing. 1(1):28–38 	{:author=>"Amoroso E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"1(1):", :pages=>"28–38"}	36.0	-	-	0.000	-	-	-	5	-	20	-	-	2	-	-	80	23.833333333333332	
5ab9beba25f15f35576308d6	journal-of-music-technology-and-education	 Amoroso, E. (2014), 'Practical Methods for Securing the Cloud', IEEE Cloud Computing, 1:1, pp. 28–38. https://doi.org/10.1109/MCC.2014.17 	{:author=>"Amoroso, E.", :date=>"(2014),", :title=>"'Practical Methods for Securing the Cloud',", :journal=>"IEEE Cloud Computing,", :volume=>"1: 1,", :pages=>"pp. 28–38. https://doi.org/10.1109/MCC.2014.17"}	50.0	-	-	0.000	-	-	-	5	-	91	-	-	7	-	-	80	38.833333333333336	
5ab9beba25f15f35576308d6	journal-of-antimicrobial-chemotherapy	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing 2014; 1: 28–38. Available at: https://doi.org/10.1109/MCC.2014.17. 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"2014; 1:", :pages=>"28–38.", :note=>"Available at:", :url=>"https://doi.org/10.1109/MCC.2014.17."}	57.0	-	-	-	-	-	-	0	-	33	-	-	2	-	-	88	36.0	
5ab9beba25f15f35576308d6	culture-medicine-and-psychiatry	Amoroso, Edward 2014 Practical Methods for Securing the Cloud. IEEE Cloud Computing 1(1). IEEE Cloud Computing: 28–38. Retrieved. from https://doi.org/10.1109/MCC.2014.17. 	{:author=>"Amoroso, Edward", :date=>"2014", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing 1(1). IEEE Cloud Computing:", :accessed=>"28–38. Retrieved. from", :url=>"https://doi.org/10.1109/MCC.2014.17."}	7.0	-	-	0.000	-	-	-	58	-	-	-	2	-	-	-	16.75	
5ab9beba25f15f35576308d6	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	AMOROSO, Edward. Practical Methods for Securing the Cloud. IEEE Cloud Computing, IEEE Cloud Computing. v. 1, n. 1, p. 28–38, 2014. Disponível em: <https://doi.org/10.1109/MCC.2014.17>. 	{:author=>"AMOROSO, Edward.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing, IEEE Cloud Computing. v.", :volume=>"1, n. 1,", :pages=>"p. 28–38, 2014.", :note=>"Disponível em: <https://doi.org/10.1109/MCC.2014.17>."}	55.5	-	-	-	-	-	-	57	-	73	-	-	2	-	-	88	55.1	
5ab9beba25f15f35576308d6	memorias-do-instituto-oswaldo-cruz	Amoroso E 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing 1: 28–38. 	{:editor=>"Amoroso E", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"1:", :pages=>"28–38."}	-	1000.0	-	-	0.000	-	-	100.0000	0	-	33	-	-	2	-	-	50	155.14285714285714	
5ab9beba25f15f35576308d6	veterinary-pathology	1. Amoroso E. Practical Methods for Securing the Cloud. 2014;1:28–38.  	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the", :journal=>"Cloud.", :volume=>"2014;1:", :pages=>"28–38."}	57.0	-	-	-	-	-	-	75	-	33	-	-	15	-	-	86	53.2	
5ab9beba25f15f35576308d6	the-journal-of-molecular-diagnostics	1.Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing, 2014, 1:28–38 	{:author=>"1.Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing,", :volume=>"2014, 1:", :pages=>"28–38"}	50.0	-	-	-	-	-	-	5	-	20	-	-	2	-	-	88	33.0	
5ab9beba25f15f35576308d6	computer-und-recht	Amoroso, Practical Methods for Securing the Cloud, 2014, 28 	{:author=>"Amoroso,", :title=>"Practical Methods for Securing the Cloud,", :date=>"2014, 28"}	50.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	31.666666666666668	
5ab9beba25f15f35576308d6	journal-of-the-american-college-of-cardiology	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing 2014;1:28–38. Available at: https://doi.org/10.1109/MCC.2014.17. 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"2014;1:", :pages=>"28–38.", :note=>"Available at:", :url=>"https://doi.org/10.1109/MCC.2014.17."}	57.0	-	-	-	-	-	-	0	-	33	-	-	2	-	-	86	35.6	
